SKU,"Attribute Set Name","Acne Treatment Benefits - Quiz","Anti Aging Treatments - Quiz","Cleanser Benefits - Quiz","Discoloration Benefits - Quiz","Exfoliator Benefits - Quiz","Eye Cream Benefits - Quiz",Ingredients,"Moisturizer Benefits - Quiz","Moisturizer Fragrance - Quiz","Serum Benefits - Quiz",Size,"Skin Concern","SPF Benefits - Quiz"
13038,"Kate Somerville",,,,,,,,,No,,Kit,,
39042,"Kate Somerville",,,,,,,,,No,,N/A,"All Skin Types, Anti-Aging",
39041,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","Anti-Aging, Sensitive",
39043,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
13039,"Kate Somerville",,,,,,,,,No,,Kit,,
16259,"Kate Somerville",,,,,,,,,No,,"5 Fl. Oz.","All Skin Types",
16260,"Kate Somerville",,,,,,,,,No,,"5 Fl. Oz.","Acne, Oily",
10226,"Kate Somerville",,,,,,,,,No,,Kit,"Anti-Aging, Dry",
10224,"Kate Somerville",,,,,,,"<p>EradiKate Acne Treatment: Active ingredient: Sulfur, 10% </p>
<p>Inactive ingredients:  Isopropyl Alcohol, Water/Aqua/Eau, Camphor, Magnesium Aluminum Silicate, Salicylic Acid, Iron Oxides (CI 77489, CI 77491, CI 77492, CI 77499), Zinc Oxide (CI 77947)	</p>
<p>D-Scar Scar Diminishing Serum: Water/Aqua/Eau, Caprylic/Capric Triglyceride, Divinyldimethicone/Dimethicone Copolymer, Cetearyl Alcohol, Dimethicone, Glycerin, Propanediol, Cyclopentasiloxane, Sodium Ascorbyl Glucoside, Bis-PEG/PPG-20/5 PEG/PPG-20/5 Dimethicone, Methoxy PEG/PPG-25/4 Dimethicone, Glyceryl Stearate, sh-Polypeptide-7, Sodium Chloride, Sodium Phosphate, Disodium EDTA, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethiconol, Cyclohexasiloxane, Glucosamine HCl, Tocopheryl Acetate, Allantoin, Portulaca Oleracea Extract, Butylene Glycol, Elaeis Guineensis (Palm) Oil, Tocotrienols, Pisum Sativum (Pea) Extract, Bambusa Vulgaris Extract, C12-13 Pareth-23, C12-13 Pareth-3, Tocopherol, Xanthan Gum, Protease, Sodium Hydroxide, Hippophae Rhamnoides Fruit Extract, Maltodextrin Ethylhexylglycerin, Phenoxyethanol</p>",,No,,Kit,,
10222,"Kate Somerville",,,,,,,"<p>Gentle Daily Wash: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Acrylates Copolymer, Cocamidopropyl Betaine, PEG/PPG-8/3 Diisostearate, Glycerin, Silicone Quaternium-8, Saponins, Butylene Glycol, Zinc PCA, Salvia Officinalis (Sage) Leaf Extract, Disodium EDTA, Sodium Hydroxide, Citric Acid, Potasium Sorbate, Sodium Benzoate, Chlorophenesin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavendula Angustifolia (Lavender) Oil, Linalool, Limonene

<p>ExfoliKate Intensive Exfoliating Treatment: Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)
<p>Dilo Oil Restorative Treatment: Ethyl Macadamiate, Cocos Nucifera (Coconut) Oil , Moringa Oleifera Seed Oil, Water/Aqua/Eau, Canarium Indicum Seed Oil, Cucurbita Pepo (Pumpkin) Seed Extract, Alaria Esculenta Extract, Calophyllum Inophyllum Seed Oil , Calophyllum Tacamahaca Seed Oil, Vanilla Planifolia Fruit Extract, Vanilla Tahitensis Fruit Extract, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Oryza Sativa (Rice) Bran Extract, Plumeria Acutifolia Flower Extract, Tocopherol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lupinus Albus Seed Extract, Amyris Balsamifera Bark Oil, Eugenia Caryophyllata, Juniperus Virginiana Oil, Cananga Odorata, Citrus Limunum, Ferula Galbanifua, Jasmine Officinalis
<p>",,No,,Kit,,
16255,"Kate Somerville",,,,,,,,,No,,Kit,,
39032,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39033,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39034,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39035,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39038,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39039,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
39040_old,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
10225,"Kate Somerville Eye Creams",,,,,,"reduces discoloration, reduces expression lines, reduces fine lines and wrinkles, very dry skin","Water/Aqua/Eau, Cyclopentasiloxane, Caprylyl Glycol, Dimethicone, Dimethiconol, Ethylhexyl Cocoate, Glycerin, Glycolipids, Lecithin, Phenyl Trimethicone, Phenoxyethanol, Pullulan, Carbomer, Sodium Hydroxide, Ethylhexylglycerin, Disodium EDTA, Adenosine, Sodium Hyaluronate, Dipalmitoyl Hydroxyproline, Palmitoyl Tripeptide-5, Acetyl Octapeptide-3, Algae extract, Ceramide 2, Glycine Soja (Soybean) Seed Extract, Maltodextrin, Pentapeptide-18, Rubus Fruticosus (Blackberry) Leaf Extract, Caprylic/Capric Triglyceride, Citric Acid, Commiphora Mukul Resin Extract, Glyceryl Linoleate, Sucrose Palmitate, Tocopherol",,No,,"0.5 Fl. Oz.",Anti-Aging,
10219,"Kate Somerville Acne Treatments","controls shine, dry skin, helps treat cystic acne, helps treat whiteheads, reduces redness, treats and prevents acne",,,,,,"<p>ACTIVE INGREDIENT: Colloidal Sulfur 5.0% <br />INACTIVE INGREDIENTS: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Coco-Glucoside, Sodium Cocoamphoacetate, Acrylates Copolymer, Coconut Alcohol, Glycereth-18 Ethylhexanoate, Propanediol, Glycereth-18, Ethyl Perfluorobutyl Ether, Ethyl Perfluoroisobutyl Ether, Stearyl Alcohol, Titanium Dioxide (CI 77891), Phenoxyethanol, Cocamidopropyl Hydroxysultaine, Behenyl Alcohol, Butylene Glycol, Fragrance/Parfum, Sodium Chloride, Citric Acid, Glycerin, Sodium Hydroxide, Linalool, Xanthan Gum, Disodium EDTA, Ethylhexylglycerin, Iron Oxides (CI 77491), Sodium Benzoate, Avena Sativa (Oat) Kernel Extract, Boswellia Serrata Extract, Honey Extract/Mel/Extrait de Miel, Oryza Sativa (Rice) Bran Extract, Limonene, Disodium Carboxyethyl Siliconate, Potassium Sorbate, Oligopeptide-10</p>",,No,,"2 Fl. Oz.","Acne, Anti-Aging & Acne",
16272,"Kate Somerville Serums",,,,,,,,,No,,"1 Fl. Oz.","Anti-Aging, Dry, Sensitive",
10193_AgeArrest,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Neopentyl Glycol Diheptanoate, Caprylic/Capric Triglycerides, Cetearyl Alcohol, Cocoglycerides, Propanediol, Glycerin, Cetyl Esters, Dimethicone, Tridecyl Neopentanoate, Stearyl Alcohol, Glyceryl Stearate, Ergothioneine,  Panthenol, Tocopheryl Acetate, Palmitoyl Dipeptide-10, Kappaphycus Alvarezii Extract, Tocopherol, Tocotrienols, Aloe Barbadensis Leaf Juice, Avena Sativa (Oat) Bran Extract, Hydrolyzed Hyaluronic Acid, Adenosine, Sea Whip Extract, Tripleurospermum Maritimum Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Mentha Piperita (Peppermint) Leaf Extract, Passiflora Incarnata Fruit Extract, Aniba Rosaeodora (Rosewood) Wood Extract, Camellia Sinensis Leaf Extract, Cananga Odorata Flower Extract, Cupressus Sempervirens Seed Extract, Fucus Vesiculosus Extract, Prunus Armeniaca (Apricot) Fruit Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Vanilla Planifolia Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Santalum Album (Sandalwood) Wood Extract, Coriandrum Sativum (Coriander) Seed Extract, Cucumis Melo Cantalupensis Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Rose Extract, Rubus Idaeus (Raspberry) Fruit Extract, Tetrahexyldecyl Ascorbate, Ceteareth-20, PEG-40 Stearate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Arachidyl Alcohol, Elaeis Guineensis (Palm) Oil, Cetyl Alcohol, Sorbitan Oleate, Isohexadecane, Xanthan Gum, Ethylhexylglycerin, Polysorbate 80, Disodium EDTA, Potassium Sorbate, Citric Acid, Phenoxyethanol, Sodium Benzoate, Sorbic Acid","acne prone skin, helps control shine, improves elasticity, improves firmness, improves moisture barrier, improves smoothness, oil free, oily skin, reduces crow's feet, reduces expression lines, reduces fine lines and wrinkles, supports cell turnover",No,,No,"Acne, Anti-Aging & Acne, Oily",
10223,"Kate Somerville Moisturizers",,,,,,,"Water/Aqua/Eau, Neopentyl Glycol Diheptanoate, Caprylic/Capric Triglycerides, Cetearyl Alcohol, Cocoglycerides, Propanediol, Glycerin, Cetyl Esters, Dimethicone, Tridecyl Neopentanoate, Stearyl Alcohol, Glyceryl Stearate, Ergothioneine,  Panthenol, Tocopheryl Acetate, Palmitoyl Dipeptide-10, Kappaphycus Alvarezii Extract, Tocopherol, Tocotrienols, Aloe Barbadensis Leaf Juice, Avena Sativa (Oat) Bran Extract, Hydrolyzed Hyaluronic Acid, Adenosine, Sea Whip Extract, Tripleurospermum Maritimum Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Mentha Piperita (Peppermint) Leaf Extract, Passiflora Incarnata Fruit Extract, Aniba Rosaeodora (Rosewood) Wood Extract, Camellia Sinensis Leaf Extract, Cananga Odorata Flower Extract, Cupressus Sempervirens Seed Extract, Fucus Vesiculosus Extract, Prunus Armeniaca (Apricot) Fruit Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Vanilla Planifolia Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Santalum Album (Sandalwood) Wood Extract, Coriandrum Sativum (Coriander) Seed Extract, Cucumis Melo Cantalupensis Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Rose Extract, Rubus Idaeus (Raspberry) Fruit Extract, Tetrahexyldecyl Ascorbate, Ceteareth-20, PEG-40 Stearate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Arachidyl Alcohol, Elaeis Guineensis (Palm) Oil, Cetyl Alcohol, Sorbitan Oleate, Isohexadecane, Xanthan Gum, Ethylhexylglycerin, Polysorbate 80, Disodium EDTA, Potassium Sorbate, Citric Acid, Phenoxyethanol, Sodium Benzoate, Sorbic Acid","dry skin, evens overall skin tone, helps reduce redness, improves elasticity, improves firmness, improves moisture barrier, improves smoothness, reduces crow's feet, reduces expression lines, reduces fine lines and wrinkles, reduces the appearance of discoloration, sensitive skin, very dry skin",No,,"5 Fl. Oz.","Anti-Aging, Sensitive",
16271,"Kate Somerville",,,,,,,,,No,,N/A,,
16275,"Kate Somerville",,,,,,,,,No,,"0.67 Fl. Oz.",,
,"Kate Somerville",,,,,,,,,No,,No,,
16276,"Kate Somerville",,,,,,,,,No,,"0.5 Fl. Oz.",,
16277,"Kate Somerville Moisturizers",,,,,,,,,No,,"7.5 mL","All Skin Types, Sensitive",
16279,"Kate Somerville Moisturizers",,,,,,,,,No,,"7.5 mL","All Skin Types, Sensitive",
16278,"Kate Somerville Moisturizers",,,,,,,,,No,,"13 mL","All Skin Types, Sensitive",
10230,"Kate Somerville Exfoliators",,,,,,,"Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)

",,No,,"0.5 Fl. Oz.","All Skin Types, Anti-Aging, Anti-Aging & Acne, Discoloration, Dry, Oily",
13055,"Kate Somerville",,,,,,,"<p><span><strong>LumiWhite Skin Tone Perfector:</strong> Water/Aqua/Eau, Arbutin, Caprylyl Methicone, Cetearyl Ethylhexanoate, Bellis Perennis (Daisy) Flower Extract , Neopentyl Glycol Dicaprylate/Dicaprate, Nylon-6/12, Sodium Ascorbyl Glucoside, Acetyl Rheum Rhaponticum Root Extract, Panthenyl Triacetate, Tocopheryl Acetate, Glabridin, Punica Granatum Extract , Hippophae Rhamnoides Fruit Extract, Ellagic Acid, Portulaca Oleracea Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Dipeptide-4, Lecithin, Lepidium Sativum Sprout Extract, Disodium Acetyl Glucosamine Phosphate, Aminoethylphosphinic Acid, Glycerin, Tridecyl Stearate, Tridecyl Trimellitate, Polyglyceryl-2 Stearate, Glyceryl Stearate, Stearyl Alcohol, Butylene Glycol, Dimethicone, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Reticulata (Tangerine) Peel Oil , Citrus Nobilis (Mandarin Orange) Peel Oil, Angelica Archangelica Seed Oil, Illicium Verum (Anise) Fruit/Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Gamma Undecalactone, Cananga Odorata Flower Oil, Jasminum Sambac (Jasmine) Flower Extract, Ferula Galbaniflua (Galbanum) Resin Oil, Citrus Aurantifolia (Lime) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Caprylic/Capric Triglyceride, Ethyl Acetoacetate, Zingiber Officinale (Ginger) Root Oil, Citrus Grandis (Grapefruit) Peel Oil , Citrus Limon (Lemon) Peel Oil, Xanthan Gum, Maltodextrin, Disodium EDTA, Sodium Hydroxide, Phenoxyethanol</span></p>
<p><strong>LumiWhite Dark Spot Corrector</strong>: Water/Aqua/Eau, Cyclopentasiloxane, Propanediol, Arbutin, Bellis Perennis (Daisy) Flower Extract, Dimethicone, Phenoxyethanol, Nylon-6/12, Sodium Ascorbyl Glucoside, Acetyl Rheum Rhaponticum Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Panthenyl Triacetate, Lecithin, Lepidium Sativum Sprout Extract, Disodium Acetyl Glucosamine Phosphate, Caprylyl Glycol, Aminoethylphosphinic Acid, Glabridin, Punica Granatum Extract, Hippophae Rhamnoides Fruit Extract, Ellagic Acid, Portulaca Oleracea Extract, Dipeptide-4, Glycerin, Butylene Glycol, Polysilicone-11, Sodium Polyacrylate, Maltodextrin, Ethylhexylglycerin, Decyl Glucoside, Hexylene Glycol, Citrus Reticulata (Tangerine) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Angelica Archangelica Seed Oil, Illicium Verum (Anise) Fruit/Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Gamma Undecalactone, Cananga Odorata Flower Oil, Jasminum Sambac (Jasmine) Flower Extract, Ferula Galbaniflua (Galbanum) Resin Oil, Citrus Aurantifolia (Lime) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Caprylic/Capric Triglyceride, Ethyl Acetoacetate, Zingiber Officinale (Ginger) Root Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Limon (Lemon) Peel Oil, Disodium EDTA</p>
<p><strong>Daily Deflector(TM) Moisturizer:</strong> Active Ingredients: Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Octocrylene 2.0%, Oxybenzone 6.0%&nbsp;Inactive Ingredients: Water/Aqua/Eau, Butylene Glycol, PEG-8, Glycerin, Undecylcrylene Dimethicone, Dimethicone, Polyethylene, Silica, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Tocopherol, Aloe Barbadensis Leaf Juice, Lentinus Edodes Extract, Retinyl Palmitate, Trehalose, Triacetin, Tocopheryl Acetate, Sodium Hyaluronate, Methyl Glucose Sesquistearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Bentonite, Ethylhexylglycerin, Sodium Lignosulfonate, Sodium Polyacrylate, Sodium PCA, Urea, Carbomer, Sodium Ascorbyl Phosphate, Sodium Lactate, Polysorbate 20, Sodium Carboxyethylsilanetriol, Titanium Dioxide (CI 77891), Kaolin, Polyquaternium-51, Pentylene Glycol, Aminomethyl Propanol, Disodium EDTA, Benzoic Acid, Potassium Sorbate, Phenoxyethanol, Chlorphenesin</p>",,No,,Kit,"Anti-Aging, Dry",
13057,"Kate Somerville",,,,,,,"<p><strong>ExfoliKate Body:</strong>&nbsp;<span>Propylene Glycol,PEG-8,Aluminum Starch Octenylsuccinate,Polyethylene,Polyacrylamide, C13-14 Isoparaffin, Laureth-7,Oxidized Polyethylene,Lactic Acid,Glycolic Acid,Carica Papaya (Papaya) Fruit Extract,Papain, Lactobacillus/Pumpkin Fruit Ferment Filtrate,Caffeine,Aloe Barbadensis Leaf Juice,Ascorbyl Palmitate,Tocopheryl Acetate,Lavandula Angustifolia (Lavender) Oil,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,Sorbic Acid,Phenoxyethanol,Limonene, Linalool</span></p>
<p><strong>Somerville360&reg; Body Tanning Towelettes:&nbsp;</strong>Water/Aqua/Eau, Propanediol, Dihydroxyacetone, Butylene Glycol, Pentylene Glycol, Polysorbate-20, PEG-40 Castor Oil, Sodium Metabisulfite, Tocopherol, Tocopherol Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cucumis Sativus (Cucumber) Fruit Extract, Ascorbic Acid, Citric Acid, Benzyl Alcohol, Potassium Sorbate, Phenoxyethanol, Fragrance (Parfum), Citral, Coumarin, Geraniol, Limonene, Linalool</p>
<p><strong>Somerville360&reg; Face Self Tanning Pads:&nbsp;</strong>Water/Aqua/Eau, Dihydroxyacetone, Cetyl Ethylhexanoate, Dimethicone, PEG-100 Stearate, Mica, Glyceryl Stearate, Polyacrylate-13, Glycerin, Polyisobutene, Sodium Metabisulfite, Citric Acid, Magnesium Stearate, Polysorbate 20, Palmitoyl Tripeptide-5, Potassium Sorbate, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum), Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool</p>
<p><strong>Body Glow Sunscreen Broad Spectrum SPF 20:</strong>&nbsp;Active Ingredients: Avobenzone, 3%; Homosalate, 7.5%; Octisalate, 5%; Octocrylene, 2.5%; Oxybenzone, 4%&nbsp;<br />Inactive Ingredients: Water/Aqua/Eau, Neopentyl Glycol Diethylhexanoate, Diisopropyl Dimer Dilinoleate, Propanediol, Undecylcrylene Dimethicone, Mangifera Indica (Mango) Seed Butter, Bis-PEG/PPG-20/5 PEG/PPG-20/5 Dimethicone, Methoxy PEG/PPG-25/4 Dimethicone, Dimethicone, Butyrospermum Parkii (Shea) Butter, Ethyl Methicone, Helianthus Annuus (Sunflower) Seed Oil, Ethyl Ferulate, Polyglyceryl-5 Trioleate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Disodium Uridine Phosphate, Neopentyl Glycol Diethylhexanoate, Silica, Caffeine, Glyceryl Stearate, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Chondrus Crispus (Carrageenan) Extract, Carbomer, Aminomethyl Propanol, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Phospholipids, Retinyl Palmitate, Ascorbyl Palmitate, Leuconostoc/Radish Root Ferment Filtrate, Hydrolyzed Chondrus Crispus Extract, Sodium Hyaluronate, Phenoxyethanol, Fragrance (Parfum), Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool, Mica, Titanium Dioxide (CI 77891), Iron Oxides (77491)</p>",,No,,Kit,"Anti-Aging, Dry",
13053,"Kate Somerville",,,,,,,"<p><span><strong>ExfoliKate&reg; Intensive Exfoliating Treatment:</strong>&nbsp;<span>Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)</span></span></p>
<p><strong>Mega-C Dual Radiance Serum:</strong>&nbsp;<span>Omega Formula: Water (Aqua), Neopentyl Glycol Diethylhexanoate, Propanediol, Methyl Glucose Sesquistearate, Glycerin, Cetyl Alcohol, Diisopropyl Dimer Dilinoleate, PEG-20 Methyl Glucose Sesquistearate, Fragrance (Parfum), HDI/Trimethylol Hexyllactone Crosspolymer, Polymethylsilsesquioxane, Phenoxyethanol, Magnesium Aluminum Silicate, Borago Officinalis Seed Oil, Tocopherol, Elaeis Guineensis (Palm) Oil, Xanthan Gum, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Linoleic Acid, Linolenic Acid, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Calcium Pantothenate, Niacinamide, Disodium EDTA, Ethylhexylglycerin, Hippophae Rhamnoides Oil, Lecithin, Maltodextrin, Pyridoxine HCl, Silica, Sodium Ascorbyl Phosphate, Sodium Benzoate, Sodium Starch Octenyl Succinate, Tocopheryl Acetate, Tocotrienols, Adenosine, Sea Whip Extract, Citric Acid, Sodium Hydroxide. Vitamin C Formula: Isododecane, Ascorbic Acid, Ethylhexyl Hydroxystearate, Polysilicone-11</span></p>
<p><strong>DermalQuench Liquid Lift&trade; Advanced Wrinkle Treatment:&nbsp;</strong><strong></strong>Water/Aqua/Eau, Perfluorohexane, A 70*, Perfluoroperhydrophenanthrene, Dimethicone, Propanediol, Neopentyl Glycol Diheptanoate, Perfluorodecalin, Tropaeolum Majus Flower/Leaf/Stem Extract, Isododecane, Cyclopentasiloxane, Glyceryl Stearate, Cetearyl Alcohol, Stearic Acid, Sodium Lauroyl Glutamate, Cyclohexasiloxane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydrolyzed Hyaluronic Acid, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Sodium Hydroxide, Ehylhexylglycerin, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil</p>
<p>*Propellant is an Isobutane-Propane blend that evaporates when product is expelled from container, and dissipates prior to contact with skin.&nbsp;</p>",,No,,Kit,"Anti-Aging, Dry",
